ID_Cliente,Motivo,Education,Cidade,Renda_anual,Aulas,NPS,Num_Aulas,Ano_de_nascimento,Banheiros_na_casa,Quartos_na_casa,Idade,Categoria_Renda,Faixa_Etaria
562,Trabalho,Mestrado,São Paulo,71499.0,Inglês,3,18,1997,4.0,5.0,28,Alta,Adulto
563,Viagem,Ensino Médio,São Paulo,62466.0,Inglês,3,26,1996,3.0,4.0,29,Alta,Adulto
564,Trabalho,Doutorado,São Paulo,48799.0,Inglês,5,7,1989,3.0,3.0,36,Média,Adulto
566,Estudos,Graduação,São Paulo,66565.0,Inglês,1,13,1988,4.0,5.0,37,Alta,Adulto
567,Viagem,Mestrado,São Paulo,29298.0,Inglês,4,31,1977,1.0,1.0,48,Baixa,Sênior
568,Trabalho,Graduação,Campinas,48195.0,Espanhol,1,3,2005,4.0,3.0,20,Média,Jovem
569,Viagem,Graduação,São Paulo,38200.0,Espanhol,2,6,1996,2.0,2.0,29,Média,Adulto
570,Estudos,Graduação,São Paulo,48168.0,Espanhol,3,9,2000,3.0,3.0,25,Média,Jovem
571,Trabalho,Doutorado,São Bernardo,38443.0,Inglês,3,14,1994,2.0,2.0,31,Média,Adulto
572,Outros,Ensino Médio,São Paulo,38593.0,Espanhol,2,12,2004,2.0,2.0,21,Média,Jovem
573,Trabalho,Doutorado,São Paulo,64413.0,Inglês,3,46,1996,4.0,5.0,29,Alta,Adulto
574,Outros,Mestrado,Campinas,36959.0,Espanhol,4,17,2007,2.0,2.0,18,Média,Jovem
575,Estudos,Doutorado,Campinas,61996.0,Inglês,4,14,2003,5.0,4.0,22,Alta,Jovem
576,Viagem,Graduação,São Paulo,51287.0,Espanhol,3,14,1994,3.0,3.0,31,Média,Adulto
577,Trabalho,Graduação,Campinas,13260.0,Espanhol,1,9,1996,2.0,1.0,29,Baixa,Adulto
578,Viagem,Doutorado,São Paulo,47472.0,Inglês,3,23,1992,3.0,3.0,33,Média,Adulto
579,Trabalho,Mestrado,São Paulo,54603.0,Mandarim,4,87,1982,3.0,4.0,43,Média,Sênior
580,Trabalho,Doutorado,São Paulo,45207.0,Inglês,4,34,2000,3.0,3.0,25,Média,Jovem
581,Trabalho,Graduação,Rio Branco,40689.0,Inglês,1,1,1977,3.0,3.0,48,Média,Sênior
582,Viagem,Ensino Médio,São Paulo,48168.0,Espanhol,1,10,1993,3.0,3.0,32,Média,Adulto
584,Trabalho,Graduação,São Paulo,39453.0,Espanhol,3,5,2009,2.0,2.0,16,Média,Jovem
585,Viagem,Ensino Médio,São Paulo,23046.0,Espanhol,1,10,1997,1.0,1.0,28,Baixa,Adulto
586,Viagem,Graduação,São Paulo,79800.0,Espanhol e Inglês,5,37,1981,4.0,6.0,44,Alta,Sênior
587,Outros,Mestrado,São Paulo,61794.0,Espanhol e Inglês,3,1,1987,4.0,4.0,38,Alta,Adulto
588,Estudos,Graduação,São Paulo,53863.0,Inglês,2,1,1981,3.0,4.0,44,Média,Sênior
589,Outros,Graduação,São Paulo,23046.0,Espanhol,3,9,1985,1.0,1.0,40,Baixa,Adulto
590,Viagem,Doutorado,São Paulo,39684.0,Inglês,3,1,2010,2.0,2.0,15,Média,Jovem
592,Outros,Mestrado,São Paulo,69882.0,Inglês,5,39,1991,4.0,5.0,34,Alta,Adulto
593,Estudos,Graduação,São Paulo,33178.0,Espanhol,4,12,2003,2.0,2.0,22,Baixa,Jovem
594,Trabalho,Doutorado,Campinas,59973.0,Inglês,2,12,1998,4.0,4.0,27,Alta,Adulto
595,Trabalho,Mestrado,São Paulo,17459.0,Espanhol,3,6,2001,1.0,1.0,24,Baixa,Jovem
596,Estudos,Graduação,São Paulo,23910.0,Espanhol,2,13,1995,1.0,1.0,30,Baixa,Adulto
597,Trabalho,Mestrado,São Paulo,42476.0,Espanhol,3,18,1995,2.0,3.0,30,Média,Adulto
598,Estudos,Ensino Médio,São Paulo,23046.0,Espanhol,2,9,2004,1.0,1.0,21,Baixa,Jovem
599,Trabalho,Graduação,São Paulo,31089.0,Espanhol,2,12,2007,1.0,2.0,18,Baixa,Jovem
600,Trabalho,Graduação,São Paulo,31163.0,Espanhol,4,13,1987,1.0,2.0,38,Baixa,Adulto
601,Trabalho,Graduação,São Paulo,62807.0,Espanhol,2,8,1986,4.0,4.0,39,Alta,Adulto
602,Estudos,Graduação,São Paulo,72570.0,Inglês,3,58,1981,5.0,5.0,44,Alta,Sênior
603,Trabalho,Doutorado,São Paulo,61467.0,Inglês,3,12,1974,3.0,4.0,51,Alta,Sênior
604,Trabalho,Mestrado,São Paulo,49618.0,Espanhol,5,11,1992,3.0,3.0,33,Média,Adulto
605,Viagem,Mestrado,São Paulo,23046.0,Espanhol,4,10,2012,1.0,1.0,13,Baixa,Jovem
606,Viagem,Graduação,São Paulo,42429.0,Espanhol,1,10,1999,2.0,3.0,26,Média,Adulto
607,Estudos,Graduação,São Paulo,26150.0,Espanhol,1,6,1982,1.0,1.0,43,Baixa,Sênior
608,Outros,Ensino Fundamental,São Paulo,30801.0,Inglês,4,23,2001,1.0,2.0,24,Baixa,Jovem
609,Estudos,Graduação,São Paulo,81168.0,Inglês,2,43,1991,5.0,6.0,34,Alta,Adulto
610,Trabalho,Mestrado,São Paulo,23046.0,Espanhol,1,10,1995,1.0,1.0,30,Baixa,Adulto
611,Trabalho,Mestrado,São Bernardo,45006.0,Mandarim,5,85,1970,3.0,3.0,55,Média,Sênior
612,Outros,Ensino Fundamental,São Paulo,18978.0,Espanhol,1,12,1999,1.0,1.0,26,Baixa,Adulto
613,Estudos,Graduação,São Paulo,22574.0,Espanhol,1,17,1993,1.0,1.0,32,Baixa,Adulto
614,Estudos,Doutorado,Campinas,48240.0,Inglês,4,50,1995,3.0,3.0,30,Média,Adulto
615,Estudos,Graduação,Campinas,45837.0,Espanhol,3,15,2000,4.0,3.0,25,Média,Jovem
616,Trabalho,Mestrado,São Paulo,31163.0,Espanhol,1,21,1991,1.0,2.0,34,Baixa,Adulto
618,Viagem,Graduação,São Bernardo,54162.0,Inglês,2,38,2004,3.0,4.0,21,Média,Jovem
619,Outros,Mestrado,São Bernardo,31163.0,Inglês,2,35,1986,1.0,2.0,39,Baixa,Adulto
620,Viagem,Doutorado,São Paulo,54456.0,Espanhol e Inglês,5,15,1987,3.0,4.0,38,Média,Adulto
621,Viagem,Graduação,São Paulo,31632.0,Espanhol,2,6,1997,1.0,2.0,28,Baixa,Adulto
622,Trabalho,Graduação,São Paulo,72298.0,Inglês,2,29,1975,5.0,5.0,50,Alta,Sênior
623,Estudos,Ensino Médio,São Paulo,35778.0,Espanhol,4,14,2004,2.0,2.0,21,Média,Jovem
624,Estudos,Ensino Médio,São Paulo,72635.0,Inglês,4,32,1981,5.0,5.0,44,Alta,Sênior
625,Estudos,Graduação,São Paulo,13624.0,Espanhol,1,11,2002,1.0,1.0,23,Baixa,Jovem
627,Viagem,Graduação,São Bernardo,70971.0,Inglês,2,8,1986,4.0,5.0,39,Alta,Adulto
628,Estudos,Doutorado,São Paulo,34487.0,Inglês,4,20,2003,1.0,2.0,22,Baixa,Jovem
629,Viagem,Graduação,São Paulo,28769.0,Espanhol,4,21,2003,1.0,1.0,22,Baixa,Jovem
630,Trabalho,Doutorado,São Bernardo,69084.0,Inglês,3,17,1996,4.0,5.0,29,Alta,Adulto
631,Estudos,Doutorado,Campinas,65488.0,Inglês,3,13,1984,4.0,5.0,41,Alta,Sênior
632,Estudos,Ensino Médio,São Paulo,62466.0,Inglês,3,30,1996,4.0,4.0,29,Alta,Adulto
633,Estudos,Ensino Médio,São Paulo,35778.0,Espanhol e Inglês,3,3,1986,2.0,2.0,39,Média,Adulto
635,Viagem,Graduação,São Paulo,46102.0,Espanhol,1,6,1988,3.0,3.0,37,Média,Adulto
636,Estudos,Graduação,São Paulo,79146.0,Espanhol,3,7,1978,5.0,6.0,47,Alta,Sênior
637,Trabalho,Graduação,São Paulo,55085.5,Espanhol,3,1,1988,3.0,4.0,37,Alta,Adulto
639,Estudos,Graduação,São Paulo,73691.0,Inglês,2,34,1997,5.0,5.0,28,Alta,Adulto
640,Viagem,Graduação,São Paulo,63381.0,Espanhol e Inglês,3,1,1986,3.0,5.0,39,Alta,Adulto
641,Trabalho,Doutorado,São Paulo,76140.0,Inglês,5,21,1974,5.0,6.0,51,Alta,Sênior
642,Trabalho,Doutorado,São Paulo,60474.0,Mandarim,5,84,1985,4.0,4.0,40,Alta,Adulto
643,Estudos,Graduação,São Paulo,45906.0,Espanhol,4,7,1990,3.0,3.0,35,Média,Adulto
644,Trabalho,Mestrado,São Paulo,79146.0,Inglês,2,42,1973,5.0,6.0,52,Alta,Sênior
645,Trabalho,Doutorado,Campinas,46463.0,Inglês,4,3,1997,3.0,3.0,28,Média,Adulto
647,Trabalho,Mestrado,São Paulo,55282.0,Espanhol,3,6,1996,3.0,4.0,29,Alta,Adulto
648,Trabalho,Mestrado,São Bernardo,78710.0,Espanhol,4,11,2003,5.0,6.0,22,Alta,Jovem
649,Estudos,Graduação,São Paulo,66886.0,Espanhol e Inglês,4,13,1984,4.0,5.0,41,Alta,Sênior
651,Trabalho,Graduação,São Paulo,29103.0,Espanhol,2,12,2011,1.0,1.0,14,Baixa,Jovem
652,Viagem,Graduação,São Paulo,67445.0,Espanhol,1,19,2000,4.0,5.0,25,Alta,Jovem
653,Estudos,Doutorado,São Bernardo,50616.0,Inglês,2,17,1976,3.0,3.0,49,Média,Sênior
654,Estudos,Graduação,São Paulo,49431.0,Espanhol e Inglês,5,25,1981,3.0,3.0,44,Média,Sênior
656,Viagem,Graduação,São Paulo,61278.0,Inglês,2,1,1979,4.0,4.0,46,Alta,Sênior
657,Estudos,Ensino Médio,São Paulo,23046.0,Inglês,1,19,1984,1.0,1.0,41,Baixa,Sênior
658,Trabalho,Doutorado,São Paulo,73059.0,Espanhol e Inglês,2,19,1973,5.0,5.0,52,Alta,Sênior
659,Trabalho,Doutorado,São Paulo,46734.0,Inglês,3,18,1992,3.0,3.0,33,Média,Adulto
660,Estudos,Graduação,São Paulo,56253.0,Inglês,3,43,1989,3.0,4.0,36,Alta,Adulto
661,Trabalho,Graduação,Rio Branco,19986.0,Espanhol,3,15,2011,2.0,1.0,14,Baixa,Jovem
662,Estudos,Graduação,São Paulo,58330.0,Inglês,4,29,2001,3.0,4.0,24,Alta,Jovem
663,Estudos,Ensino Fundamental,São Paulo,25965.0,Espanhol,4,7,2006,1.0,1.0,19,Baixa,Jovem
664,Outros,Mestrado,São Paulo,14661.0,Espanhol,5,6,1982,1.0,1.0,43,Baixa,Sênior
665,Estudos,Graduação,São Paulo,18690.0,Espanhol,2,12,1985,1.0,1.0,40,Baixa,Adulto
666,Trabalho,Doutorado,São Paulo,45068.0,Inglês,3,5,2000,3.0,3.0,25,Média,Jovem
667,Estudos,Ensino Fundamental,São Paulo,23046.0,Espanhol e Inglês,2,27,2013,1.0,1.0,12,Baixa,Jovem
668,Trabalho,Doutorado,São Paulo,29187.0,Inglês,3,48,1994,1.0,1.0,31,Baixa,Adulto
669,Viagem,Ensino Médio,São Paulo,55085.5,Espanhol e Inglês,4,21,1997,3.0,4.0,28,Alta,Adulto
670,Trabalho,Doutorado,São Paulo,60474.0,Inglês,2,38,1990,4.0,4.0,35,Alta,Adulto
671,Trabalho,Mestrado,Campinas,59247.0,Inglês,2,29,1988,4.0,4.0,37,Alta,Adulto
672,Viagem,Graduação,São Paulo,66731.0,Inglês,1,17,1996,3.0,5.0,29,Alta,Adulto
673,Trabalho,Graduação,São Paulo,77353.0,Inglês,4,6,2006,5.0,6.0,19,Alta,Jovem
674,Trabalho,Doutorado,São Paulo,52614.0,Espanhol e Inglês,4,1,2001,3.0,4.0,24,Média,Jovem
675,Viagem,Graduação,Rio Branco,26751.0,Espanhol,1,3,2000,2.0,1.0,25,Baixa,Jovem
676,Estudos,Doutorado,São Paulo,81300.0,Inglês,3,14,1989,5.0,6.0,36,Alta,Adulto
677,Trabalho,Graduação,São Paulo,70337.0,Inglês,4,36,2005,4.0,5.0,20,Alta,Jovem
678,Estudos,Ensino Médio,Taubaté,36145.0,Espanhol e Inglês,4,35,2011,3.0,2.0,14,Média,Jovem
679,Trabalho,Doutorado,Campinas,65295.0,Inglês,3,48,2006,4.0,5.0,19,Alta,Jovem
680,Estudos,Graduação,São Bernardo,68118.0,Inglês,4,43,1989,4.0,5.0,36,Alta,Adulto
681,Estudos,Graduação,São Paulo,68743.0,Espanhol,3,19,1993,4.0,5.0,32,Alta,Adulto
682,Viagem,Ensino Médio,São Paulo,41039.0,Espanhol,2,16,2008,2.0,3.0,17,Média,Jovem
683,Estudos,Graduação,São Paulo,38946.0,Inglês,2,13,1981,2.0,2.0,44,Média,Sênior
684,Estudos,Graduação,Campinas,65777.0,Espanhol,4,8,1993,5.0,5.0,32,Alta,Adulto
685,Estudos,Doutorado,São Paulo,66476.0,Inglês,2,3,2002,4.0,5.0,23,Alta,Jovem
688,Trabalho,Doutorado,São Bernardo,77845.0,Espanhol e Inglês,1,13,2015,5.0,6.0,10,Alta,Jovem
689,Trabalho,Doutorado,São Paulo,69476.0,Inglês,3,1,1995,4.0,5.0,30,Alta,Adulto
690,Viagem,Doutorado,São Paulo,50611.0,Inglês,5,25,1986,3.0,3.0,39,Média,Adulto
691,Trabalho,Graduação,São Paulo,61209.0,Espanhol,4,1,1996,4.0,4.0,29,Alta,Adulto
692,Trabalho,Mestrado,São Paulo,42476.0,Mandarim,5,83,1984,2.0,3.0,41,Média,Sênior
693,Estudos,Ensino Fundamental,São Paulo,23046.0,Espanhol,2,17,1978,1.0,1.0,47,Baixa,Sênior
695,Trabalho,Mestrado,São Paulo,61923.0,Espanhol,3,9,1987,4.0,4.0,38,Alta,Adulto
696,Estudos,Graduação,São Paulo,34824.0,Espanhol,3,16,2021,2.0,2.0,4,Baixa,Jovem
697,Trabalho,Doutorado,São Paulo,26518.0,Inglês,1,18,1975,1.0,1.0,50,Baixa,Sênior
698,Estudos,Graduação,São Paulo,45938.0,Espanhol,1,2,1987,3.0,3.0,38,Média,Adulto
699,Trabalho,Graduação,São Paulo,78468.0,Inglês,2,13,1986,5.0,6.0,39,Alta,Adulto
700,Trabalho,Graduação,São Paulo,78901.0,Inglês,3,1,1999,5.0,6.0,26,Alta,Adulto
701,Estudos,Graduação,São Paulo,71427.0,Inglês,5,28,2004,3.0,5.0,21,Alta,Jovem
702,Estudos,Graduação,São Paulo,71022.0,Inglês,3,12,2004,4.0,5.0,21,Alta,Jovem
703,Trabalho,Mestrado,São Paulo,79146.0,Espanhol,4,7,2014,5.0,6.0,11,Alta,Jovem
704,Trabalho,Mestrado,São Paulo,41335.0,Espanhol,2,10,1994,1.0,3.0,31,Média,Adulto
705,Trabalho,Graduação,Rio Branco,72570.0,Espanhol,4,10,2012,5.0,5.0,13,Alta,Jovem
706,Trabalho,Doutorado,São Paulo,35682.0,Inglês,3,2,1996,2.0,2.0,29,Média,Adulto
707,Viagem,Graduação,São Bernardo,43185.0,Espanhol,2,8,1977,2.0,3.0,48,Média,Sênior
709,Outros,Mestrado,São Paulo,35178.0,Espanhol e Inglês,1,1,1997,2.0,2.0,28,Média,Adulto
710,Estudos,Graduação,São Bernardo,25252.0,Espanhol,4,13,2012,1.0,1.0,13,Baixa,Jovem
711,Trabalho,Mestrado,São Paulo,55250.0,Inglês,2,1,1991,3.0,4.0,34,Alta,Adulto
712,Trabalho,Graduação,São Paulo,33249.0,Espanhol,2,5,2001,2.0,2.0,24,Baixa,Jovem
713,Estudos,Graduação,São Paulo,58398.0,Espanhol e Inglês,5,14,1979,3.0,4.0,46,Alta,Sênior
714,Viagem,Graduação,São Paulo,50272.0,Espanhol,1,9,2008,3.0,3.0,17,Média,Jovem
715,Viagem,Doutorado,Campinas,76618.0,Inglês,5,20,2001,5.0,6.0,24,Alta,Jovem
717,Viagem,Graduação,Taubaté,25851.0,Espanhol,1,13,2004,2.0,1.0,21,Baixa,Jovem
718,Trabalho,Graduação,São Paulo,58710.0,Espanhol,2,14,1996,4.0,4.0,29,Alta,Adulto
719,Estudos,Graduação,São Bernardo,45160.0,Espanhol e Inglês,1,43,1984,3.0,3.0,41,Média,Sênior
720,Trabalho,Mestrado,Campinas,74806.0,Inglês,5,47,1991,5.0,6.0,34,Alta,Adulto
721,Estudos,Graduação,São Paulo,60474.0,Inglês,3,45,1980,4.0,4.0,45,Alta,Sênior
722,Viagem,Doutorado,São Paulo,23046.0,Inglês,4,13,2010,1.0,1.0,15,Baixa,Jovem
723,Estudos,Graduação,São Bernardo,72570.0,Espanhol,5,4,1991,5.0,5.0,34,Alta,Adulto
724,Viagem,Graduação,São Paulo,7500.0,Espanhol,5,2,2002,1.0,1.0,23,Baixa,Jovem
725,Trabalho,Graduação,São Bernardo,44794.0,Espanhol,3,16,1992,3.0,3.0,33,Média,Adulto
726,Trabalho,Graduação,São Paulo,80395.0,Espanhol e Inglês,3,33,1981,5.0,6.0,44,Alta,Sênior
727,Trabalho,Mestrado,São Bernardo,75012.0,Inglês,3,11,2002,5.0,6.0,23,Alta,Jovem
728,Trabalho,Mestrado,São Paulo,55085.5,Inglês,3,27,1991,3.0,4.0,34,Alta,Adulto
731,Trabalho,Doutorado,São Bernardo,53593.0,Inglês,2,25,1979,3.0,4.0,46,Média,Sênior
732,Trabalho,Graduação,São Paulo,66373.0,Espanhol,3,12,2004,4.0,5.0,21,Alta,Jovem
733,Estudos,Doutorado,São Paulo,45072.0,Inglês,1,31,1974,3.0,3.0,51,Média,Sênior
735,Estudos,Graduação,Campinas,72025.0,Inglês,3,38,1975,5.0,5.0,50,Alta,Sênior
736,Estudos,Graduação,São Paulo,67432.0,Inglês,4,18,1999,4.0,5.0,26,Alta,Adulto
737,Trabalho,Mestrado,São Bernardo,70545.0,Espanhol e Inglês,2,15,1978,4.0,5.0,47,Alta,Sênior
738,Estudos,Ensino Fundamental,São Paulo,17487.0,Espanhol,2,18,2015,1.0,1.0,10,Baixa,Jovem
739,Estudos,Graduação,São Paulo,62882.0,Inglês,4,17,1995,4.0,4.0,30,Alta,Adulto
741,Trabalho,Mestrado,São Paulo,35778.0,Espanhol,2,11,1982,2.0,2.0,43,Média,Sênior
742,Estudos,Doutorado,São Bernardo,48767.0,Inglês,5,7,1976,3.0,3.0,49,Média,Sênior
743,Estudos,Ensino Médio,São Paulo,38702.0,Espanhol,3,16,2004,2.0,2.0,21,Média,Jovem
744,Trabalho,Graduação,São Paulo,82224.0,Espanhol,3,10,1990,5.0,6.0,35,Alta,Adulto
745,Estudos,Graduação,Campinas,83844.0,Inglês,1,8,1978,5.0,6.0,47,Alta,Sênior
746,Estudos,Ensino Médio,São Paulo,17003.0,Inglês,4,17,2001,1.0,1.0,24,Baixa,Jovem
747,Estudos,Graduação,São Paulo,71163.0,Inglês,3,26,2021,4.0,5.0,4,Alta,Jovem
748,Viagem,Graduação,Campinas,33697.0,Espanhol e Inglês,4,15,1996,3.0,2.0,29,Baixa,Adulto
749,Viagem,Ensino Médio,São Paulo,63564.0,Inglês,2,34,1980,4.0,5.0,45,Alta,Sênior
750,Trabalho,Doutorado,São Paulo,83443.0,Espanhol e Inglês,4,15,1998,5.0,6.0,27,Alta,Adulto
751,Trabalho,Doutorado,Campinas,60474.0,Inglês,4,8,1984,4.0,4.0,41,Alta,Sênior
752,Estudos,Graduação,São Paulo,58330.0,Inglês,5,42,2001,3.0,4.0,24,Alta,Jovem
753,Viagem,Graduação,São Paulo,80952.0,Inglês,4,16,1995,5.0,6.0,30,Alta,Adulto
754,Viagem,Graduação,São Paulo,75507.0,Inglês,3,20,2005,5.0,6.0,20,Alta,Jovem
755,Estudos,Ensino Médio,São Bernardo,63855.0,Inglês,3,9,2004,4.0,5.0,21,Alta,Jovem
756,Estudos,Doutorado,São Paulo,62220.0,Inglês,4,1,1998,4.0,4.0,27,Alta,Adulto
757,Trabalho,Graduação,São Paulo,58512.0,Inglês,3,33,1990,4.0,4.0,35,Alta,Adulto
758,Trabalho,Mestrado,Campinas,42476.0,Espanhol e Inglês,1,51,2005,2.0,3.0,20,Média,Jovem
759,Estudos,Doutorado,São Bernardo,38829.0,Inglês,5,31,1985,2.0,2.0,40,Média,Adulto
760,Viagem,Ensino Médio,São Paulo,35523.0,Espanhol,3,20,2007,2.0,2.0,18,Média,Jovem
761,Trabalho,Graduação,São Paulo,79146.0,Espanhol,3,19,1993,5.0,6.0,32,Alta,Adulto
762,Trabalho,Mestrado,São Paulo,78285.0,Espanhol,1,9,2014,5.0,6.0,11,Alta,Jovem
763,Viagem,Doutorado,São Bernardo,31626.0,Inglês,4,16,2004,1.0,2.0,21,Baixa,Jovem
764,Trabalho,Graduação,São Paulo,75127.0,Inglês,4,21,1978,4.0,6.0,47,Alta,Sênior
765,Trabalho,Graduação,São Paulo,48726.0,Espanhol,2,15,1981,3.0,3.0,44,Média,Sênior
766,Viagem,Graduação,São Bernardo,74985.0,Inglês,2,28,2003,5.0,6.0,22,Alta,Jovem
767,Trabalho,Graduação,Campinas,67786.5,Inglês,4,1,2013,4.0,5.0,12,Alta,Jovem
768,Estudos,Ensino Médio,São Paulo,46891.0,Espanhol,1,13,1991,3.0,3.0,34,Média,Adulto
769,Trabalho,Mestrado,São Bernardo,62058.0,Inglês,3,12,1982,4.0,4.0,43,Alta,Sênior
770,Trabalho,Graduação,São Paulo,72570.0,Inglês,4,32,2005,5.0,5.0,20,Alta,Jovem
771,Trabalho,Doutorado,São Bernardo,78939.0,Inglês,2,1,1977,5.0,6.0,48,Alta,Sênior
772,Estudos,Graduação,São Paulo,42720.0,Espanhol,2,17,1991,2.0,3.0,34,Média,Adulto
773,Trabalho,Graduação,São Paulo,33622.0,Espanhol,2,5,1998,2.0,2.0,27,Baixa,Adulto
774,Trabalho,Doutorado,São Bernardo,6835.0,Mandarim,5,88,1983,1.0,1.0,42,Baixa,Sênior
775,Viagem,Graduação,São Paulo,42476.0,Inglês,4,24,1979,2.0,3.0,46,Média,Sênior
776,Estudos,Doutorado,São Paulo,40760.0,Inglês,5,1,1991,2.0,3.0,34,Média,Adulto
777,Trabalho,Doutorado,São Bernardo,74250.0,Mandarim,3,83,1984,5.0,5.0,41,Alta,Sênior
778,Trabalho,Mestrado,São Bernardo,51124.0,Espanhol,4,13,1981,3.0,3.0,44,Média,Sênior
779,Trabalho,Graduação,São Paulo,72258.0,Inglês,1,27,1997,5.0,5.0,28,Alta,Adulto
780,Trabalho,Doutorado,São Paulo,71466.0,Inglês,5,19,2000,4.0,5.0,25,Alta,Jovem
781,Trabalho,Graduação,São Paulo,35778.0,Espanhol,2,15,2002,2.0,2.0,23,Média,Jovem
782,Estudos,Graduação,São Paulo,20587.0,Inglês,3,1,1996,1.0,1.0,29,Baixa,Adulto
783,Estudos,Graduação,São Paulo,30467.0,Espanhol,1,1,1998,1.0,2.0,27,Baixa,Adulto
784,Estudos,Graduação,São Paulo,31590.0,Inglês,4,37,1998,1.0,2.0,27,Baixa,Adulto
785,Viagem,Ensino Fundamental,Campinas,20425.0,Espanhol,1,4,2012,2.0,1.0,13,Baixa,Jovem
786,Outros,Mestrado,São Paulo,17144.0,Espanhol,3,1,1986,1.0,1.0,39,Baixa,Adulto
787,Trabalho,Doutorado,São Paulo,42564.0,Espanhol e Inglês,4,26,1994,2.0,3.0,31,Média,Adulto
788,Trabalho,Mestrado,São Paulo,43783.0,Espanhol,3,9,2004,2.0,3.0,21,Média,Jovem
789,Viagem,Graduação,Campinas,40780.0,Espanhol,1,14,2002,3.0,3.0,23,Média,Jovem
790,Trabalho,Mestrado,São Paulo,60474.0,Mandarim,5,86,1971,4.0,4.0,54,Alta,Sênior
791,Viagem,Doutorado,São Paulo,82017.0,Inglês,3,9,1983,5.0,6.0,42,Alta,Sênior
792,Viagem,Graduação,São Paulo,16813.0,Espanhol,1,18,1976,1.0,1.0,49,Baixa,Sênior
793,Estudos,Graduação,São Paulo,51267.0,Espanhol,3,10,2004,3.0,3.0,21,Média,Jovem
794,Trabalho,Graduação,São Paulo,46524.0,Espanhol,1,18,1987,2.0,3.0,38,Média,Adulto
795,Trabalho,Mestrado,Campinas,45183.0,Inglês,4,8,1988,3.0,3.0,37,Média,Adulto
796,Trabalho,Doutorado,Campinas,72570.0,Mandarim,3,88,1980,5.0,5.0,45,Alta,Sênior
797,Estudos,Ensino Médio,São Paulo,60161.0,Inglês,4,23,1991,4.0,4.0,34,Alta,Adulto
798,Estudos,Graduação,São Paulo,73926.0,Inglês,3,37,1999,5.0,5.0,26,Alta,Adulto
799,Estudos,Graduação,Campinas,19329.0,Espanhol,4,3,1994,2.0,1.0,31,Baixa,Adulto
800,Trabalho,Mestrado,São Bernardo,61872.0,Inglês,3,5,1996,4.0,4.0,29,Alta,Adulto
801,Trabalho,Graduação,São Paulo,48168.0,Espanhol,3,1,1982,3.0,3.0,43,Média,Sênior
802,Estudos,Graduação,São Paulo,34838.0,Inglês,4,21,1977,2.0,2.0,48,Baixa,Sênior
804,Viagem,Graduação,São Paulo,48168.0,Espanhol e Inglês,4,26,1984,3.0,3.0,41,Média,Sênior
805,Trabalho,Mestrado,São Bernardo,49681.0,Espanhol,1,10,2002,3.0,3.0,23,Média,Jovem
806,Trabalho,Mestrado,Campinas,56850.0,Inglês,4,26,1997,4.0,4.0,28,Alta,Adulto
807,Estudos,Graduação,Campinas,55267.0,Espanhol,1,12,1983,4.0,4.0,42,Alta,Sênior
808,Estudos,Graduação,São Paulo,59666.0,Inglês,4,30,1998,4.0,4.0,27,Alta,Adulto
809,Estudos,Graduação,São Paulo,72504.0,Inglês,3,23,1998,5.0,5.0,27,Alta,Adulto
810,Estudos,Graduação,Rio Branco,26872.0,Espanhol,5,10,2007,2.0,1.0,18,Baixa,Jovem
811,Estudos,Graduação,São Bernardo,23046.0,Espanhol,2,1,1998,1.0,1.0,27,Baixa,Adulto
812,Viagem,Graduação,São Paulo,73170.0,Espanhol e Inglês,4,35,2001,5.0,5.0,24,Alta,Jovem
813,Trabalho,Mestrado,Campinas,52750.0,Inglês,2,14,1981,4.0,4.0,44,Média,Sênior
815,Trabalho,Doutorado,São Paulo,67786.5,Inglês,1,21,1996,4.0,5.0,29,Alta,Adulto
816,Trabalho,Graduação,São Paulo,31163.0,Espanhol,2,10,2002,1.0,2.0,23,Baixa,Jovem
817,Trabalho,Graduação,São Paulo,22507.0,Espanhol,4,3,1980,1.0,1.0,45,Baixa,Sênior
818,Estudos,Graduação,São Paulo,65685.0,Espanhol,4,13,1998,3.0,5.0,27,Alta,Adulto
819,Estudos,Ensino Médio,São Paulo,25804.0,Espanhol,5,12,2004,1.0,1.0,21,Baixa,Jovem
820,Trabalho,Doutorado,São Bernardo,76412.0,Inglês,3,4,2006,5.0,6.0,19,Alta,Jovem
821,Trabalho,Graduação,São Paulo,22063.0,Inglês,3,1,1998,1.0,1.0,27,Baixa,Adulto
822,Estudos,Graduação,São Paulo,55085.5,Inglês,3,27,1987,3.0,4.0,38,Alta,Adulto
823,Trabalho,Graduação,São Paulo,23046.0,Espanhol,3,5,1989,1.0,1.0,36,Baixa,Adulto
825,Estudos,Ensino Médio,Campinas,79146.0,Espanhol,2,7,1985,5.0,6.0,40,Alta,Adulto
827,Estudos,Graduação,São Paulo,35778.0,Espanhol e Inglês,3,24,1988,2.0,2.0,37,Média,Adulto
828,Trabalho,Doutorado,São Bernardo,80995.0,Inglês,2,5,1984,5.0,6.0,41,Alta,Sênior
829,Trabalho,Graduação,São Paulo,16529.0,Espanhol,1,5,2010,1.0,1.0,15,Baixa,Jovem
830,Trabalho,Doutorado,São Paulo,55085.5,Inglês,3,29,2002,3.0,4.0,23,Alta,Jovem
831,Estudos,Graduação,São Paulo,48789.0,Espanhol,3,10,2018,3.0,3.0,7,Média,Jovem
